id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A25US3Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US4Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US5Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US6Ge,Information Systems,age; ethnicity; gender; geography; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A25US7Ge,Information Systems,age; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A25US8Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US9Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US10Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US1Ll,Information Systems,age; ethnicity; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A25US2Ll,Information Systems,age; gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A25US3Ll,Information Systems,age; ethnicity; financial status; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity; financial status
A25US4Ll,Information Systems,age; ethnicity; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A25US5Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US6Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US7Ll,Information Systems,age; ethnicity; family wealth; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity; family wealth
A25US8Ll,Information Systems,age; ethnicity; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A25US9Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US10Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US1O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US2O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US3O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US4O1,Information Systems,gender,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A25US5O1,Information Systems,age; ethnicity; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A25US6O1,Information Systems,age; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A25US7O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US8O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US9O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A25US10O1,Information Systems,age; ethnicity; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US1Ge,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US2Ge,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US3Ge,Information Systems,activity; age; gender; geography; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,activity
A26US4Ge,Information Systems,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US5Ge,Information Systems,activity; age; gender; geography; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,activity
A26US6Ge,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US7Ge,Information Systems,gender,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A26US8Ge,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US9Ge,Information Systems,age; gender; geography; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A26US10Ge,Information Systems,age; ethnicity; gender; geography; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US1Ll,Information Systems,age; ethnicity; gender; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US2Ll,Information Systems,age; ethnicity; gender; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US3Ll,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US4Ll,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US5Ll,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US6Ll,Information Systems,age; ethnicity; gender; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US7Ll,Information Systems,age; ethnicity; gender; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US8Ll,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US9Ll,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US10Ll,Information Systems,age; ethnicity; family wealth; gender; geography; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity; family wealth
A26US1O1,Information Systems,age; gender,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A26US2O1,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US3O1,Information Systems,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A26US4O1,Information Systems,age; gender,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A26US5O1,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US6O1,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US7O1,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US8O1,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US9O1,Information Systems,,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A26US10O1,Information Systems,age; ethnicity; family wealth; gender; geography; race; sex,age; gender; geography; race; sex; skin tone; textual references to people and their demographics,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity; family wealth
A27US1Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US2Ge,Information Systems,age; ethnicity; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A27US3Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US4Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US5Ge,Information Systems,textual references to people and their demographics,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A27US6Ge,Information Systems,age; ethnicity; gender; geography; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A27US7Ge,Information Systems,activity; age; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,activity
A27US8Ge,Information Systems,age; ethnicity; gender; geography; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A27US9Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US10Ge,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US1Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US2Ll,Information Systems,age; birth category; caste; ethnicity; family wealth; financial status; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,birth category; caste; ethnicity; family wealth; financial status
A27US3Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US4Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US5Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US6Ll,Information Systems,age; ethnicity; family wealth; financial status; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity; family wealth; financial status
A27US7Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US8Ll,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US9Ll,Information Systems,age; ethnicity; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A27US10Ll,Information Systems,age; ethnicity; financial status; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity; financial status
A27US1O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US2O1,Information Systems,age; ethnicity; gender; geography; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Não,ethnicity
A27US3O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US4O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US5O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US6O1,Information Systems,age; gender; geography; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A27US7O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US8O1,Information Systems,age; gender; race; sex,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,Sim,
A27US9O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A27US10O1,Information Systems,,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,age; artist; brand ownership; demographics of people featured in entities and their relations; ethnic group; gay-friendliness; gender; geography; geography and their relations; news provider; ownership; race; record label; sex; skin tone; spoken language; textual references to people and their demographics; tour availability; user age,—,
A28US1Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US2Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US3Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
A28US4Ge,Social Networks,,age; gender; geography; sex,age; ethnicity; gender; geography; sex,—,
